lag_s,AIBL,AVEL,AVAL,RIML,ASEL,ASER,AWAL,AWCL
25.116589676641897,-0.007493217964761606,-0.006196554853839243,-0.003168669601238773,-0.007830102789890409,-0.020697625049507146,-0.044230740408382534,-0.03505734450747768,-0.01073925091250481
25.491464149427596,-0.006545321636448795,-0.005549722186243305,-0.002351273261141395,-0.00805190753103575,-0.02212133068992915,-0.046016845546896196,-0.03558838818458379,-0.015336561644532827
25.8663386222133,-0.005702580211898304,-0.004937615830233041,-0.0014877256050215082,-0.008107427357742239,-0.023152366430275975,-0.04806010758766954,-0.0360360898118216,-0.0201708199047732
26.241213094998997,-0.00489256215940395,-0.004351029532643933,-0.000730387170528808,-0.008127215021508646,-0.024269476918261722,-0.050105929655840376,-0.03651162016705351,-0.02456952568703115
26.616087567784696,-0.003773799291637312,-0.0036706230734725983,5.9895508523206964e-05,-0.008083800467904176,-0.0255567393282819,-0.05205202544974312,-0.03688007005965581,-0.029042819919011496
26.9909620405704,-0.002988838491894688,-0.0031171467818170715,0.0009226573175297884,-0.00794005962936745,-0.026706219812520346,-0.05403857352049718,-0.037794181170105134,-0.03336091962080669
27.365836513356097,-0.0019666627910054817,-0.002604650036736659,0.001817358922400163,-0.007723872875452795,-0.027556964805437838,-0.05590954603466351,-0.03769622609169052,-0.03757148235393255
27.740710986141796,-0.0012209748611230259,-0.002043153794817146,0.0026584697034568137,-0.007472812543359335,-0.028360105569761686,-0.05781919136645593,-0.03815275594056703,-0.04167901641698688
28.115585458927498,-0.0006700612351493596,-0.0014737507470828429,0.0035579407130799617,-0.007001141133928372,-0.029412992298360863,-0.05932230453733895,-0.037901400023567886,-0.04554474626298951
28.490459931713197,-1.7649437134831594e-05,-0.001164034284479848,0.004480694034028767,-0.006677058167319816,-0.030385276591162802,-0.06054778622144217,-0.038331368714004194,-0.04881511126573355
28.865334404498896,0.0002983673565341337,-0.0006822983578749784,0.005361389552908318,-0.0063471593161701445,-0.031490539356137215,-0.0616729654661273,-0.03859299815292852,-0.05153321587061829
29.240208877284598,0.0009993038458580997,-0.00019116950905284473,0.006211157061491583,-0.005651442548115516,-0.032365160266549675,-0.06274233676610157,-0.038242964481221504,-0.05372450713310135
29.615083350070297,0.0019283962036155673,0.00027401442256545696,0.007205756129246055,-0.005000961887782774,-0.032775523633171946,-0.06344084401068663,-0.038596788261664905,-0.05575387814944108
29.989957822855995,0.002480667693833838,0.0008141897353597907,0.008124790527662918,-0.004391243670675303,-0.033645738887628895,-0.06420812081452507,-0.038761017982262516,-0.05730253268628882
30.364832295641698,0.0029428521279411023,0.0012999390171644486,0.009117004140879246,-0.003588925826491468,-0.03419852882768664,-0.06501508919757407,-0.039057399885687,-0.058508260910673134
30.739706768427396,0.003429027087014985,0.0018591673282596381,0.009922748878997002,-0.002806336784989386,-0.035233992052111106,-0.0657506754113128,-0.03912505988994561,-0.05962493500777168
31.1145812412131,0.0037235120192450834,0.0025628700787004065,0.010722794861807402,-0.0019391953980225827,-0.03617345255023272,-0.06660494221674108,-0.0390681546643215,-0.06086270262505449
31.489455713998797,0.004181425903346845,0.0030459956827632835,0.011513815577625274,-0.0011066755476130522,-0.03687396692421479,-0.06739121465529108,-0.03915995919878458,-0.06173723848860167
31.864330186784496,0.004356889144277735,0.0035450023003807864,0.012349449693798191,-0.0003926209825096639,-0.036915783607081136,-0.0681125955770411,-0.03949832920960602,-0.06245989503859057
32.2392046595702,0.004503155503765628,0.0038192146267291348,0.01306121256163953,0.00047468108870859236,-0.03709340577849991,-0.06908871145896021,-0.039527558751444127,-0.0630604083304969
32.6140791323559,0.005129344179271085,0.0043623824104760765,0.01373994365100425,0.0013987497571623453,-0.03688572605025363,-0.06989391087810778,-0.038717863595657466,-0.06348385267306966
32.988953605141596,0.005721512190059511,0.004886628391557105,0.014469239365628125,0.002348472566148169,-0.037619145544182386,-0.07079110625483964,-0.03870505484703896,-0.0639395399583019
33.363828077927295,0.0061315191208982465,0.005512411488822826,0.015110439719373094,0.003167292662774173,-0.03817354134091506,-0.0714584548644924,-0.03903757610355811,-0.06427986370941441
33.73870255071299,0.006318342783609271,0.005991500149620618,0.01564610836859144,0.004028615344182926,-0.03849971744257066,-0.07201456738868324,-0.03837271772947623,-0.0640579118603915
34.1135770234987,0.00690680594892241,0.0063389412987647645,0.016065245873786542,0.004557833977220401,-0.0381013394802116,-0.07242868155276136,-0.03811361775956166,-0.06387446262486905
34.4884514962844,0.007350488619936051,0.006552077168406768,0.016351729639763817,0.005070162043493387,-0.038233471864898914,-0.07299204025676885,-0.037865925796053496,-0.06324917500381468
34.8633259690701,0.007832748224704571,0.006789426441122474,0.01645847753189503,0.005644594761658137,-0.03845646071535317,-0.07336292275492462,-0.03753965352688177,-0.06242587764556862
35.238200441855795,0.008500168399688476,0.007196403338392794,0.01652860536887136,0.006220445060186452,-0.03896195331974207,-0.07399357752586873,-0.03734708189105845,-0.06114536748272155
35.613074914641494,0.009188615233120444,0.007545784241870707,0.01645812770127555,0.006833048373226477,-0.03908544052429078,-0.07438343501575373,-0.03731125142484493,-0.059644912800842886
35.98794938742719,0.009656623797711691,0.007933501964788876,0.01630366887079995,0.007131461903806956,-0.03916042258063591,-0.07495739738171889,-0.03679118003507577,-0.05802851030214915
36.3628238602129,0.010134747796683755,0.008155179059825587,0.016124618939148815,0.007741783231853538,-0.04002935276631414,-0.07511701875794406,-0.0363757512192848,-0.05602155599281484
36.7376983329986,0.010587499608171855,0.008657808904160307,0.015868997626515426,0.008293591870606493,-0.04031578884724483,-0.07531631639124796,-0.03642190835544481,-0.053944246986488475
37.112572805784296,0.011557561438138679,0.008854716066410539,0.015589102324662958,0.008788583091266707,-0.040341237976766406,-0.07556316141075128,-0.03699730925892039,-0.05150282324223611
